ada_0049|でぃすこね、こねくて、かいふくしながら…まだいけます|でぃすこね、こねくて、かいふくしながら…まだいけます
ada_0050|でぃすこねくてっど|でぃすこねくてっど
ada_0051|でりーと、きりかえ、おつかれさまです、かいし、しゅうりょう、おつかれさまでした|でりーと、きりかえ、おつかれさまです、かいし、しゅうりょう、おつかれさまでした
ada_0052|ばしりあじょうくうをじゅんかいし、がいぶからのしんにゅうをふせいでいます|ばしりあじょうくうをじゅんかいし、がいぶからのしんにゅうをふせいでいます
ada_0053|ばふらむのごえいかんたいです|ばふらむのごえいかんたいです
ada_0054|ぱいろっと、|ぱいろっと、
ada_0055|ぱいろっと、えんじょうなか|ぱいろっと、えんじょうなか
ada_0056|ぱいろっとしぼうしました　sm2450714|ぱいろっとしぼうしました　sm2450714
ada_0057|べくたーきゃのんもーどへいこう。|べくたーきゃのんもーどへいこう。
ada_0058|ほーみんぐみさいるのしようをていあん　sm2450714|ほーみんぐみさいるのしようをていあん　sm2450714
ada_0059|ほーみんぐれーざーのしようをていあんします|ほーみんぐれーざーのしようをていあんします
ada_0060|みっしょんをかいしします|みっしょんをかいしします
ada_0061|みっしょんしゅうりょう　sm2450714|みっしょんしゅうりょう　sm2450714
ada_0062|めにゅーをひらいてください|めにゅーをひらいてください
ada_0063|いじょうです|いじょうです
ada_0064|かこまれないようにちゅういしてください|かこまれないようにちゅういしてください
ada_0065|ひとつ、よろしいでしょうか？|ひとつ、よろしいでしょうか？
ada_0066|いんしゅうんてんきんし！|いんしゅうんてんきんし！
ada_0067|みぎから、てきこうげきせっきん|みぎから、てきこうげきせっきん
ada_0068|えんぐんせっきん　sm2450714|えんぐんせっきん　sm2450714
ada_0069|えんじょうなか|えんじょうなか
ada_0070|かいふく！|かいふく！
ada_0071|かいふくがひつようです|かいふくがひつようです
ada_0072|がいぶからのしんにゅうをふせいでいます|がいぶからのしんにゅうをふせいでいます
ada_0073|かんぜんにはかいされました|かんぜんにはかいされました
ada_0074|きけん！|きけん！
ada_0075|きどうりょくをいかしてたたかってください|きどうりょくをいかしてたたかってください
ada_0076|けんぞうぶつには、みんかんじんがいます|けんぞうぶつには、みんかんじんがいます
ada_0077|こうほうにもちゅういしてください|こうほうにもちゅういしてください
ada_0078|こうせんたいせいにいります|こうせんたいせいにいります
ada_0079|こうげきはひかえてください　sm2450714|こうげきはひかえてください　sm2450714
ada_0080|こうどうふのうにしてください|こうどうふのうにしてください
ada_0081|たかえねるぎーはんのう、けんち|たかえねるぎーはんのう、けんち
ada_0082|いまはやるべきことが|いまはやるべきことが
ada_0083|ひだりから、てきこうげきせっきん|ひだりから、てきこうげきせっきん
ada_0084|さつりくをたのしんでいるのですか　sm2450714|さつりくをたのしんでいるのですか　sm2450714
ada_0085|のこり1|のこり1
ada_0086|のこり3|のこり3
ada_0087|ざんねんです|ざんねんです
ada_0088|しぼうしました♪　sm2450714|しぼうしました♪　sm2450714
ada_0089|わたしはせんとうゆにっとです|わたしはせんとうゆにっとです
ada_0090|わたしはせんとうしえんゆにっとです。|わたしはせんとうしえんゆにっとです。
ada_0091|わたしもおてつだいさせていただきます。|わたしもおてつだいさせていただきます。
ada_0092|じかんはかかりますがえんきょりから,　sm2908305|じかんはかかりますがえんきょりから,　sm2908305
ada_0093|じょせいのからだがおすきですか？|じょせいのからだがおすきですか？
ada_0094|じょせいのからだより、いまはやるべきことがあるとおもいますが|じょせいのからだより、いまはやるべきことがあるとおもいますが
ada_0095|しょうがいぶつのかげをりようしてたたかいましょう|しょうがいぶつのかげをりようしてたたかいましょう
ada_0096|ふりほどかれてしまいます|ふりほどかれてしまいます
ada_0097|あらてのせんかんがせっきんなか|あらてのせんかんがせっきんなか
ada_0098|ぜつぼうてきですが、やるしかありません|ぜつぼうてきですが、やるしかありません
ada_0099|さきにせらーをはかいしましょう|さきにせらーをはかいしましょう
ada_0100|さきにかいしゅうにむかいましょう|さきにかいしゅうにむかいましょう
ada_0101|せんとうえりあをかえましょう|せんとうえりあをかえましょう
ada_0102|せんとうしゅうりょう、てきかげ0|せんとうしゅうりょう、てきかげ0
ada_0103|せんとうよそくじかん、120びょう|せんとうよそくじかん、120びょう
ada_0104|ぜんぽうにてきかげ|ぜんぽうにてきかげ
ada_0105|ぜんきはかいされました、ぱいろっとぜんいんしぼうー！　sm2450714|ぜんきはかいされました、ぱいろっとぜんいんしぼうー！　sm2450714
ada_0106|たいおうをゆうせんしてください|たいおうをゆうせんしてください
ada_0107|だいたすうはあなたのこうげきがげんいんです|だいたすうはあなたのこうげきがげんいんです
ada_0108|たんてきにいっって、よっ払い。しかもべろべろですね|たんてきにいっって、よっ払い。しかもべろべろですね
ada_0109|ちけいをゆうこうりようしてください|ちけいをゆうこうりようしてください
ada_0110|ちゅういして…けいこくです…ぼうぎょして…とだえます|ちゅういして…けいこくです…ぼうぎょして…とだえます
ada_0111|いたいです」nc42310|いたいです」nc42310
ada_0112|てき、みうしないました|てき、みうしないました
ada_0113|てき、ぜんきはかいしました　sm2450714|てき、ぜんきはかいしました　sm2450714
ada_0114|てき、もうこうきます|てき、もうこうきます
ada_0115|てきがのこっています|てきがのこっています
ada_0116|てきがしゅつげんしました。|てきがしゅつげんしました。
ada_0117|てきときょりをとってください|てきときょりをとってください
ada_0118|てきのきょうんだときが、こうげきのちゃんすです|てきのきょうんだときが、こうげきのちゃんすです
ada_0119|てきのうごきをふうじて、かくじつにたおしていきましょう|てきのうごきをふうじて、かくじつにたおしていきましょう
ada_0120|てきのとつげき、きます|てきのとつげき、きます
ada_0121|かなをいっていじかんつかんでいると、|かなをいっていじかんつかんでいると、
ada_0122|かなをはいじょしましょう|かなをはいじょしましょう
ada_0123|てきかげ、ありません|てきかげ、ありません
ada_0124|てきかげありません|てきかげありません
ada_0125|てきかん、ごうちん|てきかん、ごうちん
ada_0126|てきき、かんぜんはかいをかくにん！　sm2450714|てきき、かんぜんはかいをかくにん！　sm2450714
ada_0127|てききがのこっているうちはあんしんできません|てききがのこっているうちはあんしんできません
ada_0128|てききせっきん！　sm2908305|てききせっきん！　sm2908305
ada_0129|てききぞうえん　sm2450714|てききぞうえん　sm2450714
ada_0130|てきこうげきせっきん|てきこうげきせっきん
ada_0131|てきぞうえんしゅつげん|てきぞうえんしゅつげん
ada_0132|てんさいらんなー|てんさいらんなー
ada_0133|はかい！|はかい！
ada_0134|はかいしてください|はかいしてください
ada_0135|はかいをかくにん|はかいをかくにん
ada_0136|ひょうめんそうこうがめーじをうけただけです|ひょうめんそうこうがめーじをうけただけです
ada_0137|ふほんいですが。|ふほんいですが。
ada_0138|ほんとうです|ほんとうです
ada_0139|むりです、、、|むりです、、、
ada_0140|ゆだんたいてきですよ|ゆだんたいてきですよ
ada_0141|ゆうせいよそくしすう、＋30|ゆうせいよそくしすう、＋30
ada_0142|おちついてさがしましょう|おちついてさがしましょう
ada_0143|りかい、ふのうです|りかい、ふのうです
ada_0144|りかいふのうです、、、|りかいふのうです、、、
ada_0145|りょうかいしました_03|りょうかいしました_03
ada_0146|りょうかいしました|りょうかいしました
ada_0147|よいことがあったのですか？ひさしぶりのおいわいなのですね。|よいことがあったのですか？ひさしぶりのおいわいなのですね。
ada_0148|れんごうぐんにうらみでも？　sm2450714|れんごうぐんにうらみでも？　sm2450714
ada_0149|ちんちん！|ちんちん！
ada_0150|めりーくりすます！|めりーくりすます！
ada_0151|かてます！|かてます！
ada_0152|あなたのこうげきがげんいんです|あなたのこうげきがげんいんです
ada_0153|あなたのうでしだいです|あなたのうでしだいです
ada_0154|がっかりしているのですか？|がっかりしているのですか？
ada_0155|さすがはじしょう、てんさいらんなーです|さすがはじしょう、てんさいらんなーです
ada_0156|またですか|またですか
ada_0157|わざとやってませんか？3|わざとやってませんか？3
ada_0158|らんなーとしてのてきせいはCらんくです　sm2450714|らんなーとしてのてきせいはCらんくです　sm2450714
ada_0159|あんしんできません|あんしんできません
ada_0160|いっしょにしないでください|いっしょにしないでください
ada_0161|へたくそ！|へたくそ！
ada_0162|へたくそ！へたくそ！|へたくそ！へたくそ！
ada_0163|へたくそですね|へたくそですね
ada_0164|かのうせいはひくいですが、、、|かのうせいはひくいですが、、、
ada_0165|いそいでください|いそいでください
ada_0166|いまはやるべきことがあるとおもいますが|いまはやるべきことがあるとおもいますが
ada_0167|ざんねんです。|ざんねんです。
ada_0168|しっぱい|しっぱい
ada_0169|すこしはあせってください|すこしはあせってください
ada_0170|ぜんめつしました|ぜんめつしました
ada_0171|くさ、はえる|くさ、はえる
ada_0172|くさ|くさ
ada_0173|くさはえる|くさはえる
ada_0174|たんてきにいうと、へたくそ、ですね|たんてきにいうと、へたくそ、ですね
ada_0175|てきき、だめーじぜろ|てきき、だめーじぜろ
ada_0176|まいごですか？|まいごですか？
ada_0177|ゆだんたいてきですよ|ゆだんたいてきですよ
ada_0178|これで、よろしいでしょうか|これで、よろしいでしょうか
ada_0179|ごまんぞくですか？|ごまんぞくですか？
ada_0180|さようなら|さようなら
ada_0181|なにかいみがあるのでしょうか？|なにかいみがあるのでしょうか？
ada_0182|わざとやってませんか？？　sm2450714|わざとやってませんか？？　sm2450714
ada_0183|くそ！|くそ！
ada_0184|いみがあるのでしょうか|いみがあるのでしょうか
ada_0185|こいにやっているのですか？|こいにやっているのですか？
ada_0186|さいごのけいこくです|さいごのけいこくです
ada_0187|せいめいいじそうちへのえねるぎーきょうきゅうをとめますよ？|せいめいいじそうちへのえねるぎーきょうきゅうをとめますよ？
ada_0188|たたかってください|たたかってください
